id,voteStatus,stage,roundName,votingStartDate,votingEndDate,votingOpenedAt,selectedFormation,winners,formations,id.1,venueName,venueCity,venueId,date,homeSquadId,awaySquadId,homeSquadName,awaySquadName,homeSquadAbbr,awaySquadAbbr,homeScore,awayScore,groupName,matchDay,goal_diff,rank,team_id,Team,TeamAbbr,home_Goals,Assists,home_Attempts_at_goal,home_Attempts_on_target,Off_Target_Attempts,home_ConversionRate,home_Attempts_inside_PA,Attemps_Outside_PenaltyArea,home_Headed_attempts,home_xG,xG_Efficiency,Corners,home_Possession,rank_away,team_id_away,Team_away,TeamAbbr_away,away_Goals,Assists_away,away_Attempts_at_goal,away_Attempts_on_target,Off_Target_Attempts_away,away_ConversionRate,away_Attempts_inside_PA,Attemps_Outside_PenaltyArea_away,away_Headed_attempts,away_xG,xG_Efficiency_away,Corners_away,away_Possession,diff_goals_scored,diff_attempts_at_goal,diff_attempts_on_target,diff_conversion_rate,diff_attempts_inside_pa,diff_headed_attempts,diff_xG,diff_possession
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,94,At&t Stadium,"Arlington, Texas",10,2026-07-06T20:00:00+01:00,59,97,Portugal,Spain,POR,ESP,0,1,,5,-1,17,59,Portugal,POR,8,4,62,17,31,13,40,22,8,6.39,1.25,22,53,1,97,Spain,ESP,14,10,140,54,59,10,79,61,22,17.48,0.8x,54,58,-6,-78,-37,3,-39,-14,-11.09,-5
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,93,Lumen Field,"Seattle, Washington",14,2026-07-07T01:00:00+01:00,111,5,USA,Belgium,USA,BEL,1,4,,5,-3,18,111,USA,USA,11,4,59,19,24,19,47,12,12,6.37,1.73,26,52,5,5,Belgium,BEL,14,10,112,35,43,13,74,38,16,10.62,1.32x,24,46,-3,-53,-16,6,-27,-4,-4.249999999999999,6
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,95,Mercedes-benz Stadium,"Atlanta, Georgia",13,2026-07-07T17:00:00+01:00,2,17,Argentina,Egypt,ARG,EGY,3,2,,5,1,4,2,Argentina,ARG,19,12,115,46,49,17,66,49,22,15.45,1.23,41,53,15,17,Egypt,EGY,8,8,67,19,30,12,42,25,10,5.75,1.39x,26,46,11,48,27,5,24,12,9.7,7
5,complete,r16,round_of_16,2026-07-07T23:00:00+01:00,2026-07-09T23:00:00+01:00,2026-07-08T00:00:02+01:00,,"[1828, 1839, 2241, 2612]",,96,Bc Place,Vancouver,8,2026-07-07T21:00:00+01:00,99,10,Switzerland,Colombia,SUI,COL,0,0,,5,0,8,99,Switzerland,SUI,10,6,74,30,28,14,50,24,7,9.59,1.04,28,49,27,10,Congo DR,COL,5,3,41,10,25,12,18,23,5,3.71,1.35x,13,37,5,33,20,2,32,2,5.88,12
6,complete,qf,quarter_final,2026-07-12T04:00:00+01:00,2026-07-14T04:00:00+01:00,2026-07-12T04:50:02+01:00,,"[1828, 2241, 2248, 2280]",,97,Gillette Stadium,"Foxborough, Massachusetts",7,2026-07-09T21:00:00+01:00,19,53,France,Morocco,FRA,MAR,2,0,,6,2,2,19,France,FRA,20,18,139,59,59,14,77,62,10,16.78,1.19,51,51,13,53,Morocco,MAR,10,9,69,26,23,14,39,30,10,6.57,1.52x,30,53,10,70,33,0,38,0,10.21,-2
6,complete,qf,quarter_final,2026-07-12T04:00:00+01:00,2026-07-14T04:00:00+01:00,2026-07-12T04:50:02+01:00,,"[1828, 2241, 2248, 2280]",,99,Sofi Stadium,"Inglewood, California",4,2026-07-10T20:00:00+01:00,97,5,Spain,Belgium,ESP,BEL,2,1,,6,1,1,97,Spain,ESP,14,10,140,54,59,10,79,61,22,17.48,0.8,54,58,5,5,Belgium,BEL,14,10,112,35,43,13,74,38,16,10.62,1.32x,24,46,0,28,19,-3,5,6,6.860000000000001,12
6,complete,qf,quarter_final,2026-07-12T04:00:00+01:00,2026-07-14T04:00:00+01:00,2026-07-12T04:50:02+01:00,,"[1828, 2241, 2248, 2280]",,98,Hard Rock Stadium,"Miami Gardens, Florida",15,2026-07-11T22:00:00+01:00,56,18,Norway,England,NOR,ENG,1,2,,6,-1,16,56,Norway,NOR,13,10,65,30,25,20,52,13,13,9.93,1.31,29,49,3,18,England,ENG,20,14,118,52,40,17,88,30,27,15.03,1.33x,40,50,-7,-53,-22,3,-36,-14,-5.1,-1
6,complete,qf,quarter_final,2026-07-12T04:00:00+01:00,2026-07-14T04:00:00+01:00,2026-07-12T04:50:02+01:00,,"[1828, 2241, 2248, 2280]",,100,Geha Field At Arrowhead Stadium,"Kansas City, Missouri",16,2026-07-12T02:00:00+01:00,2,99,Argentina,Switzerland,ARG,SUI,3,1,,6,2,4,2,Argentina,ARG,19,12,115,46,49,17,66,49,22,15.45,1.23,41,53,8,99,Switzerland,SUI,10,6,74,30,28,14,50,24,7,9.59,1.04x,28,49,9,41,16,3,16,15,5.859999999999999,4
7,complete,sf,semi_final,2026-07-15T22:00:00+01:00,2026-07-17T22:00:00+01:00,2026-07-15T22:10:02+01:00,,"[1829, 1844, 2844, 2852]",,101,At&t Stadium,"Arlington, Texas",10,2026-07-14T20:00:00+01:00,19,97,France,Spain,FRA,ESP,0,2,,7,-2,2,19,France,FRA,20,18,139,59,59,14,77,62,10,16.78,1.19,51,51,1,97,Spain,ESP,14,10,140,54,59,10,79,61,22,17.48,0.8x,54,58,6,-1,5,4,-2,-12,-0.6999999999999993,-7
7,complete,sf,semi_final,2026-07-15T22:00:00+01:00,2026-07-17T22:00:00+01:00,2026-07-15T22:10:02+01:00,,"[1829, 1844, 2844, 2852]",,102,Mercedes-benz Stadium,"Atlanta, Georgia",13,2026-07-15T20:00:00+01:00,18,2,England,Argentina,ENG,ARG,1,2,,7,-1,3,18,England,ENG,20,14,118,52,40,17,88,30,27,15.03,1.33,40,50,4,2,Argentina,ARG,19,12,115,46,49,17,66,49,22,15.45,1.23x,41,53,1,3,6,0,22,5,-0.41999999999999993,-3
8,complete,f,final,2026-07-19T23:30:00+01:00,2026-07-21T23:30:00+01:00,2026-07-19T23:14:53+01:00,4/03/2003,"[1828, 1844, 1987, 2241, 2267, 2280, 2285, 2612, 2841, 2852, 2855]","[{'DEF': 4, 'MID': 4, 'FWD': 2}, {'DEF': 4, 'MID': 3, 'FWD': 3}, {'DEF': 3, 'MID': 4, 'FWD': 3}]",103,Hard Rock Stadium,"Miami Gardens, Florida",15,2026-07-18T22:00:00+01:00,19,18,France,England,FRA,ENG,4,6,,8,-2,2,19,France,FRA,20,18,139,59,59,14,77,62,10,16.78,1.19,51,51,3,18,England,ENG,20,14,118,52,40,17,88,30,27,15.03,1.33x,40,50,0,21,7,-3,-11,-17,1.7500000000000018,1
8,complete,f,final,2026-07-19T23:30:00+01:00,2026-07-21T23:30:00+01:00,2026-07-19T23:14:53+01:00,4/03/2003,"[1828, 1844, 1987, 2241, 2267, 2280, 2285, 2612, 2841, 2852, 2855]","[{'DEF': 4, 'MID': 4, 'FWD': 2}, {'DEF': 4, 'MID': 3, 'FWD': 3}, {'DEF': 3, 'MID': 4, 'FWD': 3}]",104,Metlife Stadium,"East Rutherford, New Jersey",6,2026-07-19T20:00:00+01:00,97,2,Spain,Argentina,ESP,ARG,1,0,,9,1,1,97,Spain,ESP,14,10,140,54,59,10,79,61,22,17.48,0.8,54,58,4,2,Argentina,ARG,19,12,115,46,49,17,66,49,22,15.45,1.23x,41,53,-5,25,8,-7,13,0,2.030000000000001,5
